gene_name	type	organism
LOC108178132	refseq	orycun2
LARP1B	refseq	orycun2
LOC108178133	refseq	orycun2
PGRMC2	refseq	orycun2
LOC103350847	refseq	orycun2
JADE1	refseq	orycun2
LOC108178134	refseq	orycun2
SCLT1	refseq	orycun2
LOC103350856	refseq	orycun2
C15H4orf33	refseq	orycun2
C4ORF33	other	hg19
LOC102577534	other	
LINC02466	other	hg19
RGD1565844	other	
RNF138RT1	other	mm9
RPL-19	other	
LOC100500446	other	
LOC100499875	other	
LOC100818880	other	
LOC103998497	other	
LOC103999165	other	
LOC103997869	other	
MIR6091	other	
RPL19B	other	
RPL1901	other	
AGOS_AAR191C	other	
LOC106105954	other	
PCDH10	refseq	orycun2
C16H10orf67	refseq	orycun2
OTUD1	refseq	orycun2
LOC103350861	refseq	orycun2
KIAA1217	refseq	orycun2
ETL4	other	mm9
ARHGAP21	refseq	orycun2
LOC103350862	refseq	orycun2
PRTFDC1	refseq	orycun2
ENKUR	refseq	orycun2
THNSL1	refseq	orycun2
GPR158-AS1	other	hg19
GPR158	refseq	orycun2
LOC100358894	refseq	orycun2
MYO3A	refseq	orycun2
GAD2	refseq	orycun2
GAD1.2	other	
UNC-25	other	
APBB1IP	refseq	orycun2
APBB1IP.S	other	
LOC103350866	refseq	orycun2
PDSS1	refseq	orycun2
ABI1	refseq	orycun2
ACBD5	refseq	orycun2
MASTL	refseq	orycun2
YME1L1	refseq	orycun2
LOC108178153	refseq	orycun2
LOC108178154	refseq	orycun2
LOC100351681	refseq	orycun2
LOC103350869	refseq	orycun2
EPC1	refseq	orycun2
AGOS_AEL343C	other	
K9D7.14; K9D7_14	other	
RPS-15	other	
LOC108178157	refseq	orycun2
KIF5B	refseq	orycun2
SNORA9	other	hg19
SNORA9B	other	hg19
ARHGAP12	refseq	orycun2
LOC108178155	refseq	orycun2
LOC103350870	refseq	orycun2
LOC103350872	refseq	orycun2
ZEB1	refseq	orycun2
LOC103350873	refseq	orycun2
ZNF438	refseq	orycun2
SVIL	refseq	orycun2
POM121L12	refseq	orycun2
LOC108178156	refseq	orycun2
KIAA1462	refseq	orycun2
JCAD	other	mm9
JCAD	other	hg19
MTPAP	refseq	orycun2
MAP3K8	refseq	orycun2
GM28455	other	
LOC103350884	refseq	orycun2
LOC103350876	refseq	orycun2
ANO8	other	hg19
LOC103350878	refseq	orycun2
9030611N15RIK	other	
LOC100356058	refseq	orycun2
BAMBI.L	other	
BAMBI	refseq	orycun2
WAC	refseq	orycun2
WACB	other	
CCNK.L	other	
LOC103350879	refseq	orycun2
LOC100357595	refseq	orycun2
LOC108178165	refseq	orycun2
RAB18	refseq	orycun2
MKX	refseq	orycun2
ARMC4	refseq	orycun2
MPP7	refseq	orycun2
LOC100358370	refseq	orycun2
CYN-2	other	
LOC403581	other	
PPIAP4	other	
ROC5	other	
PPIA.L	other	
CG7768	other	
LOC106123948	other	
PPIFA	other	
LOC103187815	other	
CYP7	other	
CYP11	other	
LOC100282750	other	
AGOS_AGL177C	other	
LOC100283115	other	
PPIFB	other	
F26H11.11; F26H11_11	other	
LOC100383555	other	
LOC100216820	other	
AGOS_ADR087C	other	
CYP40	other	
CYN-13	other	
ROC3	other	
PPIAA	other	
AT3G22920	other	
ADAMTSL2	other	
LOC103350887	refseq	orycun2
SYNJ2BP-COX16	other	hg19
LOC100338765	refseq	orycun2
PRKCQ	refseq	orycun2
LOC103350888	refseq	orycun2
LINP1	other	hg19
LINC00707	other	hg19
SFMBT2	refseq	orycun2
LOC103350891	refseq	orycun2
ITIH5	refseq	orycun2
LOC100342906	refseq	orycun2
ITIH2	refseq	orycun2
KIN	refseq	orycun2
ATP5C1	refseq	orycun2
LOC103350892	refseq	orycun2
TAF3	refseq	orycun2
LOC103350894	refseq	orycun2
LOC108178144	refseq	orycun2
GATA3	refseq	orycun2
LOC103350895	refseq	orycun2
GATA3-AS1	other	hg19
LINC00708	other	hg19
LOC105376398	other	hg19
GM13219	other	
SUMO3B	other	
LINC02676	other	hg19
SRPR	other	mm9
LOC100500241	other	
LOC100281934	other	
LOC100281954	other	
LOC100305708	other	
ALDOART2	other	
ALD2	other	
LOC106108547	other	
LOC778467	other	
FBA6	other	
ALDO-2	other	
PDE345	other	
FBA1	other	
LOC102577738	other	
LOC108479225	other	
FBA3	other	
LOC100775844	other	
LOC548623	other	
ALDC	other	
LOC100783089	other	
LOC100778363	other	
FBA7	other	
FBA8	other	
LOC102577842	other	
LOC102577880	other	
FBA2	other	
LOC107913527	other	
FBA4	other	
LOC100272913	other	
LOC542261	other	
LINC00709	other	hg19
LOC100348764	refseq	orycun2
CELF2-DT	other	hg19
SFTA1P	other	hg19
CELF2	refseq	orycun2
LOC108178166	refseq	orycun2
LINC00710	other	hg19
CELF2-AS2	other	hg19
USP6NL	refseq	orycun2
LOC103183182	other	
CYC-2.2	other	
LOC103351026	refseq	orycun2
ECHDC3	refseq	orycun2
PROSER2	refseq	orycun2
UPF2	refseq	orycun2
LOC103350899	refseq	orycun2
DHTKD1	refseq	orycun2
SEC61A2	refseq	orycun2
NUDT5	refseq	orycun2
CDC123	refseq	orycun2
OLFR869	other	mm9
CAMK1D	refseq	orycun2
ZC3H15.L	other	
CG8635	other	
F27D4.4	other	
LOC100778701	other	
CCDC3	refseq	orycun2
OPTN	refseq	orycun2
MCM10	refseq	orycun2
UCMA	refseq	orycun2
ZNF138	other	hg19
PHYH	other	hg19
PHYH	other	
PHYH	other	mm9
LOC100344175	refseq	orycun2
LOC100338511	refseq	orycun2
LOC100339259	refseq	orycun2
LOC100339756	refseq	orycun2
LOC108178168	refseq	orycun2
LOC100344430	refseq	orycun2
SEPHS1.L	other	
LOC100344679	refseq	orycun2
SEPHS1	refseq	orycun2
LOC108178169	refseq	orycun2
LOC108178170	refseq	orycun2
BEND7	refseq	orycun2
PRPF18	refseq	orycun2
FRMD4A	refseq	orycun2
LOC108178172	refseq	orycun2
LOC108178171	refseq	orycun2
LOC101928453	other	hg19
PTCD3.L	other	
INF2	refseq	orycun2
FAM107B	refseq	orycun2
LOC108178173	refseq	orycun2
MFSD7A	other	mm9
SLC49A3	other	
MYL5	other	hg19
ATP5ME	other	
LOC103350903	refseq	orycun2
ATP1B1.S	other	
CDC42BPA	refseq	orycun2
ADCK3	refseq	orycun2
PSEN2	refseq	orycun2
LOC108178174	refseq	orycun2
ANKRD16	refseq	orycun2
LOC103350905	refseq	orycun2
AHCTF1	refseq	orycun2
LOC103350906	refseq	orycun2
SCCPDH	refseq	orycun2
SNORA40	other	hg19
SNORA40B	other	hg19
SNORA40C	other	hg19
CNST	refseq	orycun2
TFB2M	refseq	orycun2
SMYD3	refseq	orycun2
LOC100136237	other	
LOC100194508	other	
LOC100192684	other	
LOC541665	other	
LOC100806349	other	
LOC100499741	other	
LOC100305945	other	
LOC103651070	other	
LOC547652	other	
LOC100499891	other	
LOC103417468	other	
UBC10	other	
F18O19.12	other	
KIF26B	refseq	orycun2
LOC103350907	refseq	orycun2
EFCAB2	refseq	orycun2
MIR7180	other	
LOC101928068	other	hg19
LOC103350910	refseq	orycun2
HNRNPU	refseq	orycun2
LOC100349428	refseq	orycun2
LOC108178175	refseq	orycun2
LOC100350428	refseq	orycun2
LOC103351030	refseq	orycun2
AKR1C4	other	hg19
AKR1C1	other	
AKR1C2	other	
RGD1564865	other	
AKR1C6P	other	hg19
AKR1C14	other	
AKR1C3	other	
DESI2	refseq	orycun2
C16H1orf101	refseq	orycun2
LOC100350675	refseq	orycun2
ADSS	refseq	orycun2
C16H1orf100	refseq	orycun2
C1ORF100	other	hg19
C16H1ORF100	other	
LOC103350911	refseq	orycun2
ZBTB18	refseq	orycun2
LINC02774	other	hg19
AKT3	refseq	orycun2
LSM14B.L	other	
LSM14B.S	other	
LSM14A.L	other	
COX4I2	other	
SDCCAG8	refseq	orycun2
MIR4677	other	hg19
MIR4677	other	
CEP170	refseq	orycun2
MIR350	other	
MIR350	other	mm9
MIR350-2	other	
MARCHF8	other	mm9
MARCHF8	other	hg19
MARCHF8	other	
LOC101928626	other	hg19
PLD5	refseq	orycun2
TFT8	other	
LOC107901460	other	
LOC103350912	refseq	orycun2
MLP3C	other	
BECN2	refseq	orycun2
EXO1	other	
EXO1	other	hg19
EXO1	other	mm9
LOC100345702	refseq	orycun2
LOC103350913	refseq	orycun2
CHM.L	other	
LOC100346996	refseq	orycun2
GPR137B	refseq	orycun2
ERO1B	refseq	orycun2
LOC108178178	refseq	orycun2
SRP72.S	other	
EDARADD	refseq	orycun2
LOC103350914	refseq	orycun2
LGALS8	refseq	orycun2
LGALS8.S	other	
HEATR1	refseq	orycun2
ACTN2	refseq	orycun2
ATN-1	other	
ACTN3A	other	
ACTN2.S	other	
ACTN2.L	other	
ACTN3.L	other	
MTR	refseq	orycun2
ASRNA:CR46096	other	
F39H2.6	other	
T18F15.6; T18F15_6	other	
ATOX1	other	mm9
ATOX1	other	
LOC108178147	refseq	orycun2
RYR2	refseq	orycun2
UNC-68	other	
LOC103351031	refseq	orycun2
LOC103351032	refseq	orycun2
ZP4	refseq	orycun2
LOC100130331	other	hg19
CHRM3	refseq	orycun2
CHRM3-AS2	other	hg19
NUDT5.L	other	
NDX-2	other	
CHRM3-AS1	other	hg19
LOC103350917	refseq	orycun2
LOC108178159	refseq	orycun2
TCF3	other	
TCF3	other	hg19
LOC103351033	refseq	orycun2
FMN2	other	mm9
LOC103350921	refseq	orycun2
LOC103350920	refseq	orycun2
LOC103350919	refseq	orycun2
CARM1P1.L	other	
LOC100356313	refseq	orycun2
GNG5-PS	other	mm9
GREM2	refseq	orycun2
RGS7	refseq	orycun2
RGS6.L	other	
RGS6.S	other	
FH	refseq	orycun2
KMO	refseq	orycun2
LOC108178181	refseq	orycun2
OPN3	refseq	orycun2
CHML	refseq	orycun2
LOC100338257	refseq	orycun2
GART.L	other	
LOC100338764	refseq	orycun2
MAP1LC3C	refseq	orycun2
LOC100349774	refseq	orycun2
PTK6	other	hg19
LOC100313611	other	
SRC-1	other	
SRC-2	other	
LOC100196779	other	
SRC1	other	
LOC103351034	refseq	orycun2
NID1	refseq	orycun2
LYST	refseq	orycun2
LOC103351036	refseq	orycun2
GNG4	refseq	orycun2
B3GALNT2	refseq	orycun2
LOC108178182	refseq	orycun2
TBCE	refseq	orycun2
NOA36	other	
GGPS1	refseq	orycun2
ARID4B	refseq	orycun2
LOC103350927	refseq	orycun2
RBM34	refseq	orycun2
TOMM20	refseq	orycun2
LOC103350929	refseq	orycun2
LINC01348	other	
LOC101927851	other	hg19
LOC103350930	refseq	orycun2
LOC108178184	refseq	orycun2
LINC01132	other	hg19
LINC00184	other	hg19
IRF2BP2	refseq	orycun2
LINC01354	other	hg19
TARBP1	refseq	orycun2
LOC100354303	refseq	orycun2
SLC35F3	refseq	orycun2
LOC100354805	refseq	orycun2
RO32	other	
HRB98DE	other	
SLC35F3A	other	
UFM-1	other	
LOC100285075	other	
KCNK1	refseq	orycun2
RPL-24.1	other	
RPL24A	other	
RPL24B	other	
RPL2401	other	
RPL2402	other	
NEMO-LIKE	other	
LIT-1	other	
NMO	other	
LOC106065260	other	
LOC107810386	other	
MPK1	other	
LOC100788131	other	
LOC100798863	other	
MPK9	other	
LOC107945826	other	
LOC100286386	other	
LOC541618	other	
MPK2	other	
LOC102583418	other	
MAPK2	other	
LOC107829388	other	
MAP3K21	other	hg19
MAP3K21	other	
LOC100345607	refseq	orycun2
PCNX2	refseq	orycun2
NTPCR	refseq	orycun2
MAP10	refseq	orycun2
SIPA1L2	refseq	orycun2
LOC108178160	refseq	orycun2
SIPA1L1	other	mm9
LOC108178186	refseq	orycun2
TSNAX-DISC1	other	hg19
DISC1	refseq	orycun2
LOC103350935	refseq	orycun2
LINC00582	other	hg19
LOC108178187	refseq	orycun2
TSNAX	refseq	orycun2
EGLN1	refseq	orycun2
AGOS_AGR121C	other	
LOC100805631	other	
EGLN1B	other	
SPRTN	refseq	orycun2
EXOC8	refseq	orycun2
GNPAT	refseq	orycun2
C16H1orf131	refseq	orycun2
TRIM67	refseq	orycun2
FAM89A	other	mm9
ARV1	refseq	orycun2
TTC13	refseq	orycun2
F37A4.5	other	
ECU11_0570	other	
LOC101927604	other	hg19
C16H1orf198	refseq	orycun2
CAPN9	refseq	orycun2
LOC103350937	refseq	orycun2
AGT	refseq	orycun2
COG2	refseq	orycun2
PGBD5	refseq	orycun2
GALNT2	refseq	orycun2
LOC108178188	refseq	orycun2
LOC103350938	refseq	orycun2
SNORD137	other	hg19
URB2	refseq	orycun2
TAF5L	refseq	orycun2
PIP4K2A	refseq	orycun2
MIR394B	other	
LOC103350941	refseq	orycun2
SPAG6L	other	
SPAG6	refseq	orycun2
BMI1	refseq	orycun2
COMMD3	refseq	orycun2
LOC100130992	other	hg19
LOC106121192	other	
GCSHA	other	
ROC2	other	
CYP33	other	
ROC1	other	
CYP	other	
CYP2	other	
CPR3	other	
CYP23	other	
LOC106102410	other	
LOC107832275	other	
CYP3	other	
LOC102586427	other	
T6A23.7; T6A23_7	other	
CYP21	other	
CYP22	other	
LOC100169573	other	
CYP34	other	
LOC100162386	other	
DNAJC1	refseq	orycun2
MLLT10	refseq	orycun2
LOC108178189	refseq	orycun2
SKIDA1	refseq	orycun2
A930004D18RIK	other	mm9
GM17762	other	mm9
NEBL	refseq	orycun2
C16H10orf113	refseq	orycun2
ADNCR	other	
LOC103350944	refseq	orycun2
PLXDC2	refseq	orycun2
LOC108178190	refseq	orycun2
AKT1	other	
AKT2.L	other	
MALRD1	refseq	orycun2
LOC100343830	refseq	orycun2
PCMT1L	other	
PCMTL	other	
LOC103187497	other	
XB5997770	other	
XB5997770.L	other	
PIMT1	other	
LOC692947	other	
LOC103351040	refseq	orycun2
ARL5B	refseq	orycun2
NSUN6	refseq	orycun2
LOC103350947	refseq	orycun2
CACNB2	refseq	orycun2
LOC108178191	refseq	orycun2
SLC39A12	refseq	orycun2
MRC1	refseq	orycun2
TMEM236	refseq	orycun2
STAM	refseq	orycun2
HACD1	refseq	orycun2
ST8SIA6	refseq	orycun2
VIM	refseq	orycun2
TRDMT1	refseq	orycun2
VIM-AS1	other	hg19
CUBN	refseq	orycun2
LOC108178193	refseq	orycun2
RSU1	refseq	orycun2
RSU1P2	other	hg19
C1QL3	refseq	orycun2
PTER	refseq	orycun2
FAM188A	refseq	orycun2
ITGA8	refseq	orycun2
FAM171A1	refseq	orycun2
NMT2	refseq	orycun2
ASH2	other	
RPP38	refseq	orycun2
LOC100353195	refseq	orycun2
OLAH	other	hg19
OLAH	other	mm9
OLAH	other	
LOC103350951	refseq	orycun2
CDNF	refseq	orycun2
HSPA14	refseq	orycun2
LOC103350952	refseq	orycun2
SUV39H2	refseq	orycun2
DCLRE1C	refseq	orycun2
MEIG1	refseq	orycun2
LOC100349940	refseq	orycun2
LOC100341709	refseq	orycun2
LOC100343235	refseq	orycun2
LOC103351043	refseq	orycun2
STUM	refseq	orycun2
ITPKB	refseq	orycun2
LOC108178194	refseq	orycun2
DNAH14	refseq	orycun2
LBR	refseq	orycun2
ENAH	refseq	orycun2
AT3G61111	other	
SRP9	refseq	orycun2
EPHX1	refseq	orycun2
TMEM63A	refseq	orycun2
LEFTY2	other	hg19
LEFTY1	other	hg19
LEFTY2	other	
PYCR2	refseq	orycun2
LOC100101568	refseq	orycun2
SDE2	refseq	orycun2
H3F3A	refseq	orycun2
LOC103350953	refseq	orycun2
LOC103351044	refseq	orycun2
LOC100346558	refseq	orycun2
CAPZA	other	
ZNF43	other	hg19
ZNF391	other	hg19
ACBD3	refseq	orycun2
MIXL1	refseq	orycun2
LIN9	refseq	orycun2
LOC103350954	refseq	orycun2
PARP1	refseq	orycun2
LOC103350955	refseq	orycun2
CNIH3	refseq	orycun2
LOC103350956	refseq	orycun2
LOC108178197	refseq	orycun2
WDR26	refseq	orycun2
WDR26B	other	
CNIH4	refseq	orycun2
NVL	refseq	orycun2
DEGS1	refseq	orycun2
FBXO28	refseq	orycun2
LOC4335531	other	
LOC100348765	refseq	orycun2
ANKRD36B	other	hg19
TP53BP2	refseq	orycun2
CAPN2	refseq	orycun2
LOC108178199	refseq	orycun2
CAPN8	refseq	orycun2
CCDC185	refseq	orycun2
LOC108178200	refseq	orycun2
SUSD4	refseq	orycun2
LOC103350962	refseq	orycun2
LOC108178202	refseq	orycun2
TLR5	refseq	orycun2
DISP1	refseq	orycun2
FAM177B	refseq	orycun2
LOC100350515	refseq	orycun2
BROX	refseq	orycun2
AIDA	refseq	orycun2
MIA3	refseq	orycun2
LOC103175926	other	
TAF1A	refseq	orycun2
HHIPL2	refseq	orycun2
EIF3F1	other	
EIF2	other	
LOC100811797	other	
LOC100114194	other	
RPS18-PS4	other	mm9
RPS18P9	other	hg19
RPS1801	other	
RPS1802	other	
RPS18A	other	
RPS18B	other	
AGOS_AER315C	other	
LOC103350965	refseq	orycun2
DUSP10	refseq	orycun2
TMED10P1	other	hg19
HLX	refseq	orycun2
MARC1	refseq	orycun2
MTARC1	other	hg19
MARC2	refseq	orycun2
C16H1orf115	refseq	orycun2
MARK1	refseq	orycun2
PAR-1	other	
LOC100353293	refseq	orycun2
LOC103350966	refseq	orycun2
RAB3GAP2	refseq	orycun2
SNORA36B	other	hg19
SNORA36B	other	mm9
MIR664A	other	
MIR664A	other	hg19
LOC100353551	refseq	orycun2
IARS2	refseq	orycun2
MIR194	other	
MIR194-1	other	
MIR194-1	other	hg19
MIR194B	other	
MIR194-2	other	
MIR215	other	
LOC103350967	refseq	orycun2
BPNT1	refseq	orycun2
EPRS	refseq	orycun2
9630028B13RIK	other	mm9
SLC30A10	refseq	orycun2
LOC100354806	refseq	orycun2
HMGN2P46	other	
LYPLAL1	refseq	orycun2
LOC103350970	refseq	orycun2
LOC108178205	refseq	orycun2
LINC02869	other	hg19
GM35546	other	
TGFB2-OT1	other	hg19
TGFB2	refseq	orycun2
RPE1	other	
TGFB2-AS1	other	hg19
RRP15	refseq	orycun2
LINC00210	other	hg19
SPATA17	refseq	orycun2
SPATA17-AS1	other	hg19
GPATCH2	refseq	orycun2
ESRRG	refseq	orycun2
LOC108178206	refseq	orycun2
9330162B11RIK	other	mm9
USH2A	refseq	orycun2
KCTD3	refseq	orycun2
KCNK2	refseq	orycun2
CENPF	refseq	orycun2
PTPN14	refseq	orycun2
SMYD2	refseq	orycun2
LOC108178207	refseq	orycun2
LOC103350973	refseq	orycun2
PROX1	refseq	orycun2
PROX1-AS1	other	hg19
LOC108178208	refseq	orycun2
LOC103350974	refseq	orycun2
LINC00538	other	hg19
RPS6KC1	refseq	orycun2
LOC100357927	refseq	orycun2
ANGEL2	refseq	orycun2
VASH2	refseq	orycun2
LOC103350977	refseq	orycun2
FLVCR1	refseq	orycun2
LOC103350978	refseq	orycun2
SPATA45	other	hg19
SPATA45	other	
SPATA45	other	mm9
LOC498316	other	
TATDN3	refseq	orycun2
NSL1	refseq	orycun2
BATF3	refseq	orycun2
FAM71A	refseq	orycun2
ATF3	refseq	orycun2
LOC108178210	refseq	orycun2
LOC103350981	refseq	orycun2
NENF	refseq	orycun2
TMEM206	refseq	orycun2
PPP2R5A	refseq	orycun2
LOC100338675	refseq	orycun2
DTL	refseq	orycun2
INTS7	refseq	orycun2
LOC108178211	refseq	orycun2
LPGAT1	refseq	orycun2
NEK2	refseq	orycun2
MIR8972	other	
SLC30A1	refseq	orycun2
RD3	refseq	orycun2
TRAF5	refseq	orycun2
RCOR3	refseq	orycun2
RCOR2.L	other	
KCNH1	refseq	orycun2
HHAT	refseq	orycun2
A730013G03RIK	other	mm9
SERTAD4	refseq	orycun2
GM15867	other	mm9
SERTAD4-AS1	other	hg19
SYT14	refseq	orycun2
SYT14P1	other	hg19
SYT14.S	other	
SYT14B	other	
DIEXF	refseq	orycun2
IRF6	refseq	orycun2
C16H1orf74	refseq	orycun2
TRAF3IP3	refseq	orycun2
LOC108178212	refseq	orycun2
LOC108178213	refseq	orycun2
HSD11B1	refseq	orycun2
G0S2	refseq	orycun2
LAMB3	refseq	orycun2
CAMK1G	refseq	orycun2
LOC100350027	refseq	orycun2
LOC103350983	refseq	orycun2
LINC01696	other	hg19
LOC103350984	refseq	orycun2
LINC01774	other	hg19
PLXNA2	refseq	orycun2
LOC103350985	refseq	orycun2
LOC108178214	refseq	orycun2
LOC108178215	refseq	orycun2
LOC108178216	refseq	orycun2
CD34	refseq	orycun2
MIR5009	other	hg19
LOC103350987	refseq	orycun2
LOC108178151	refseq	orycun2
MIR29B2CHG	other	hg19
MIR29B-1	other	
MIR29B-2	other	
MIR29B2	other	hg19
MIR29B2	other	
MIR29E	other	
MIR29B-2	other	mm9
MIR29B-3	other	
MIR29B	other	
MIR29C	other	
MIR3556B	other	
MIR3556B-2	other	
MIR29A-2	other	
MIR29C	other	mm9
MIR29C-2	other	
MIR29C	other	hg19
MIR29D	other	
MIR29C-1	other	
CD46	refseq	orycun2
CR1	refseq	orycun2
CR1L	other	hg19
CR2	refseq	orycun2
LOC103350988	refseq	orycun2
CD55	refseq	orycun2
LOC103350989	refseq	orycun2
LOC103350990	refseq	orycun2
LOC100352436	refseq	orycun2
ZP3R	other	
LOC103350991	refseq	orycun2
LOC100343920	refseq	orycun2
PFKFB2	refseq	orycun2
YOD1	refseq	orycun2
LOC108178218	refseq	orycun2
C16H1orf116	refseq	orycun2
FCAMR	refseq	orycun2
PIGR	refseq	orycun2
FCMR	refseq	orycun2
IL20	refseq	orycun2
IL19	refseq	orycun2
SRGAP3	other	mm9
MAPKAPK2.L	other	
IL10	refseq	orycun2
MAPKAPK2	refseq	orycun2
LOC108178219	refseq	orycun2
DYRK3	refseq	orycun2
EIF2D	refseq	orycun2
RASSF5	refseq	orycun2
IKBKE	refseq	orycun2
SRGAP2	refseq	orycun2
SRGAP3	other	
SRGAP2B	other	hg19
SRGAP2B	other	
SRGAP2C	other	hg19
SRGAP2D	other	hg19
SRGAP2-AS1	other	hg19
NAPSB	other	hg19
FAM72A	refseq	orycun2
AVPR1B	refseq	orycun2
AVPR1AA	other	
CTSE	refseq	orycun2
LOC103350994	refseq	orycun2
SLC26A9	refseq	orycun2
PM20D1	refseq	orycun2
SLC41A1	refseq	orycun2
RAB29	refseq	orycun2
NUCKS1	refseq	orycun2
SLC45A3	refseq	orycun2
ELK4	refseq	orycun2
ELK1.S	other	
MFSD4A	refseq	orycun2
CDK18	refseq	orycun2
LEMD1-DT	other	hg19
BLACAT1	other	hg19
LOC103350995	refseq	orycun2
LEMD1	refseq	orycun2
KLHDC8A	refseq	orycun2
NUAK2	refseq	orycun2
LOC100356734	refseq	orycun2
LOC108178220	refseq	orycun2
TMCC2	refseq	orycun2
DSTYK	refseq	orycun2
RBBP5	refseq	orycun2
LOC100350771	refseq	orycun2
TMEM81	refseq	orycun2
CNTN2	refseq	orycun2
NFASC	refseq	orycun2
LRRN2	refseq	orycun2
MDM4	refseq	orycun2
PIK3C2B	refseq	orycun2
LOC103350997	refseq	orycun2
PPP1R15B	refseq	orycun2
PLEKHA6	refseq	orycun2
LINC00628	other	hg19
GM36766	other	
GOLT1A	refseq	orycun2
KISS1	refseq	orycun2
REN	refseq	orycun2
ETNK2	refseq	orycun2
SOX13	refseq	orycun2
SNRPE	refseq	orycun2
ZC3H11A	refseq	orycun2
ZBED6	refseq	orycun2
LAX1	refseq	orycun2
ATP2B4	refseq	orycun2
OPTC	refseq	orycun2
PRELP	refseq	orycun2
MIR466F-4	other	mm9
LOC108178164	refseq	orycun2
FMOD	refseq	orycun2
BTG2	refseq	orycun2
LOC103351000	refseq	orycun2
LOC103351001	refseq	orycun2
LOC108178222	refseq	orycun2
CHIT1	refseq	orycun2
CHI3L1	refseq	orycun2
MYBPH	refseq	orycun2
ADORA1	refseq	orycun2
LOC103351002	refseq	orycun2
MYOG	refseq	orycun2
PPFIA4	refseq	orycun2
TMEM183A	refseq	orycun2
LOC100339923	refseq	orycun2
LOC100340174	refseq	orycun2
LOC100340426	refseq	orycun2
LOC100340684	refseq	orycun2
ADIPOR1	refseq	orycun2
LOC103351003	refseq	orycun2
KLHL12	refseq	orycun2
RABIF	refseq	orycun2
ECU07_1190	other	
LOC100341451	refseq	orycun2
KDM5B	refseq	orycun2
SYT2	refseq	orycun2
PPP1R12B	refseq	orycun2
LOC103351004	refseq	orycun2
UBE2T	refseq	orycun2
LGR6	refseq	orycun2
LOC103351006	refseq	orycun2
LOC103351005	refseq	orycun2
PTPN7	refseq	orycun2
ARL8A	refseq	orycun2
GPR37L1	other	hg19
LOC108178223	refseq	orycun2
LOC100342729	refseq	orycun2
ELF3	refseq	orycun2
RNPEP	refseq	orycun2
TIMM17A	refseq	orycun2
LOC108178224	refseq	orycun2
LMOD1	refseq	orycun2
SHISA4	refseq	orycun2
IPO9	refseq	orycun2
NAV1	refseq	orycun2
GM4793	other	mm9
LOC108178225	refseq	orycun2
CSRP1	refseq	orycun2
PHLDA3	refseq	orycun2
TNNI1	refseq	orycun2
TNNI3	other	
LAD1	refseq	orycun2
TNNT2	refseq	orycun2
PKP1	refseq	orycun2
IGFN1	refseq	orycun2
TMEM9	other	
TMEM9	other	hg19
TMEM9	other	mm9
PPP2CA	refseq	orycun2
ASCL5	refseq	orycun2
CACNA1S	refseq	orycun2
LOC103351051	refseq	orycun2
KIF21B	refseq	orycun2
LOC108178226	refseq	orycun2
LOC100356997	refseq	orycun2
C16H1orf106	refseq	orycun2
GPR25	refseq	orycun2
CAMSAP2	refseq	orycun2
CAMSAP2A	other	
LOC103351052	refseq	orycun2
DDX59	refseq	orycun2
KIF14	refseq	orycun2
ZNF281	refseq	orycun2
LOC108178227	refseq	orycun2
NR5A2	refseq	orycun2
LOC108178228	refseq	orycun2
LOC108178229	refseq	orycun2
LINC01221	other	hg19
MIR181A1HG	other	hg19
MIR181A-1	other	
MIR181A-2	other	
MIR181A1	other	hg19
MIR3570	other	
MIR181A1	other	
MIR181A-4	other	
MIR181A-1	other	mm9
MIR181A	other	
MIR181A2	other	
MIR181A-5	other	
MIR181A-3	other	
MIR181A-2	other	mm9
MIR181B-1	other	
MIR181B	other	
MIR181B1	other	hg19
MIR181B1	other	
MIR181B-2	other	
MIR181C	other	
MIR181D	other	
MIR181B-3	other	
MIR181B-1	other	mm9
MIR181D	other	hg19
PTPRC	refseq	orycun2
ATP6V1G3	refseq	orycun2
LOC100144888	other	
LOC100337919	refseq	orycun2
NEK7	refseq	orycun2
LOC101206458	other	
CYP1	other	
PPI	other	
PPIAB	other	
PPIA.S	other	
LOC100283475	other	
CYP14	other	
ASRNA:CR46105	other	
CYP10	other	
LOC100533258	other	
LOC100306503	other	
LOC101508900	other	
LHX9	refseq	orycun2
C16H1orf53	refseq	orycun2
1700019P21RIK	other	mm9
DENND1B	refseq	orycun2
CRB1	refseq	orycun2
LOC103351056	refseq	orycun2
MCA-2	other	
LOC100339414	refseq	orycun2
LOC100339668	refseq	orycun2
ZBTB41	refseq	orycun2
ASPM	refseq	orycun2
LOC100347263	refseq	orycun2
CFHR5	refseq	orycun2
CFHR3	other	hg19
CFHR4	other	hg19
CFH	refseq	orycun2
KCNT2	refseq	orycun2
H3-3B.S	other	
KCNT1	other	
KCNT1	other	mm9
LOC103351067	refseq	orycun2
C16ORF72	other	hg19
C20H16ORF72	other	
1810013L24RIK	other	mm9
RGD1309748	other	
LOC100037184	other	
LOC101786673	other	
RPL3B	other	
LOC106099825	other	
LOC106127711	other	
LOC100792174	other	
ECU03_1220	other	
LOC102598069	other	
LOC107768851	other	
LOC100382258	other	
LOC4349878	other	
LOC100819132	other	
LOC107768788	other	
RP1	other	
LOC101027258	other	
LOC100192516	other	
RPL301	other	
RPL302	other	
RPL-3	other	
MGC84749	other	
AGOS_ADR206W	other	
LINC01031	other	hg19
CDC73	refseq	orycun2
